axe,Mois,Année,Service,gare de départ,gare d'arrivée,Durée moyenne prévue du trajet (min),Nbre de circulations programmées sur la relation considérée dans le mois ,Nbre de circulations assurées sur la relation considérée dans le mois,Nbre de trains annulés au cours du mois,% mensuel de trains annulés,Commentaire trains annulés,Nbre total de trains en retard au départ pour le mois,% mensuel de trains en retard au départ,Retard moyen mensuel des trains au départ (min),% moyen de retard au départ des trains sur les 6 derniers mois,Retard moyen des trains au départ sur les 6 derniers mois (min),% moyen de retard au départ des trains sur les 12 derniers mois,Retard moyen des trains au départ sur les 12 derniers mois (min),Commentaire trais en retard au départ,Nbre total de trains en retard à l'arrivée,% mensuel de trains en retard à l'arrivée,Retard moyen mensuel des trains à l'arrivée (min),% moyen de trains en retard à l'arrivée sur les 6 derniers mois,Retard moyen des trains à l'arrivée sur les 6 derniers mois (min),% moyen de trains en retard à l'arrivée sur les 12 derniers mois,Retard moyen des trains à l'arrivée sur les 12 derniers mois (min),Commentaire trains en retard à l'arrivée,Retard moyen mensuel des trains au départ p/r à l'ensemble des trains (min),Retard moyen mensuel des trains à l'arrivée p/r à l'ensemble des trains (min),"% trains en retard pour causes externes (météo, obstacles, colis suspects, malveillance, mouvements sociaux, etc.)","% trains en retard à cause infrastructure ferroviaire (maintenance, travaux)","% trains en retard à cause gestion trafic (circulation sur ligne ferroviaire, interactions réseaux)",% trains en retard à cause matériel roulant,% trains en retard à cause gestion en gare et réutilisation de matériel,"% trains en retard à cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Nombre trains en retard > 15min,Retard moyen trains en retard > 15min,Nombre trains en retard > 30min,Nombre trains en retard > 60min
Atlantique,4,2019,TGV,QUIMPER,PARIS MONTPARNASSE,223,235,235,0,,,97,,134,,,,,,17,,30,,,,,,56,4,0.31,0.38,0.08,0.15,0.08,0,17,4,6,1
Atlantique,5,2019,TGV,QUIMPER,PARIS MONTPARNASSE,223,259,246,13,,,158,,104,,,,,,6,,45,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 1 : une défaillance matériel en gare de Rennes (5 TGV impactés pour 132 minutes perdues), 
- le 8 : un accident de personne vers Hennebont (4 TGV impactés pour 419 minutes perdues), 
- le 9 : un dérangement d'installation entre Massy et Valenton (16 TGV impactés pour 1041 minutes perdues),
- le 14 : une défaillance matériel d'un TGV sur la Ligne à Grande Vitesse Atlantique (14 TGV impactés pour 285 minutes perdues),
- le 20 : un heurt de chevreuil sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 568 minutes perdues), 
- le 22 : un défaut d'alimentation électrique entre Rennes et Redon (15 TGV impactés pour 604 minutes perdues), 
- le 23 : une restitution tardive de travaux sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 911 minutes perdues), ",66,2,0.8,0,0,0.2,0,0,6,45,2,1
Atlantique,6,2019,TGV,QUIMPER,PARIS MONTPARNASSE,228,255,244,11,,,127,,125,,,,,,15,,43,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un accident de personne sur un Intercités vers Le Mans (18 TGV impactés pour 581 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues), 
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : la présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 28 :  le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues) et  une absence d'alimentation électrique entre Rennes et La Brohinière  (9 TGV impactés pour 1166 minutes perdues).",65,5,0.43,0.43,0,0.14,0,0,15,43,8,4
Atlantique,7,2019,TGV,QUIMPER,PARIS MONTPARNASSE,229,244,233,11,0,,128,,85,,,,,,14,,30,,,,,,47,3,0.21,0.36,0.14,0.21,0,0.08,14,30,5,1
Atlantique,8,2019,TGV,QUIMPER,PARIS MONTPARNASSE,229,229,223,6,0,,134,,63,,,,,,9,,36,,,,,,38,3,0.11,0.34,0.11,0.33,0,0.11,9,36,3,1
,9,2018,TGV,REIMS,PARIS EST,47,202,202,0,,,79,,9,,,,,,53,,15,,,,,,3,5,0.02,0.66,0.11,0.15,0.02,0.04,24,5,3,0
,10,2018,TGV,REIMS,PARIS EST,46,201,201,0,,,65,,11,,,,,,51,,19,,,,,"01/10 : LTV Amagne→2722 (13’), 2714 (6’)
02/10 : 2714→Restitution tardive des travaux à Pantin (23’) + LTV Amagne (6’)
03/10 : Malaise voyageur à Bondy→ 2714 (17’), 2712 (11’) + 2784→Prise en charge VACMA (21’)
04/10 : Accident de personne à Bondy→ 2760 (19’), 2752 (37’), 2784 (15’) + 2714→LTV Amagne (11’)
05/10 : Accident de personne à Gagny→ 2722 (33’), 2738 (10’) + LTV Amagne→ 2714 (22’), 2722 (7’) + 2712→ Pb porte au départ (18’) + 2778→Dérangement installation à Noisy (8‘)
06/10 : LTV Amagne→ 2720(8’), 2726 (7’) 
07/10 : 2766→ défaut technique à Amagne (57’) + Impact LTV (6’)
08/10 : 2714→ LTV Amagne (15’) + 2778→ Erreur de direction à St Hilaire (7’)
09/10 : 2784→ Pb migrants dans le train (9’) + 2738→Utilisation de la RAD à PE (13’)
10/10 : 2722→ LTV Amagne (13’)
11/10 : 2714→ Enrayage à Amagne (12’) et LTV Amagne (9’) 
12/10 : 2752→ Arrêt exceptionnel à CGV (7’) + 2722→ Personne dans les voies à Rosa Parks (25’) + 2738→ Dérangement installation à Reims (95’) + 2714→ LTV Amagne (14’)
14/10 : LTV Amagne→ 2754 (7’), 2766 (15’), 2720 (10’)
15/10 : 2714→ Enrayage à Rethel (22’) + 2722→ LTV Amagne (6’)
16/10 : 2714→ LTV Amagne (9’)
17/10 : 2760→ Accident de personne à Noisy (110’) + LTV Amagne→ 2722 (7’), 2714 (10’)
18/10 : Accident de personne à Noisy→ 2714 (8’), 2712 (22’) + 2722→LTV Amagne (6’) + 2778→ décontrôle aiguille (7’)
19/10 : 2714→ LTV Amagne (12’)
20/10 : 2720→ LTV Amagne (14’)
21/10 : 2766→ LTV Amagne (10‘)
23/10 : 2714→LTV Amagne (10‘)
24/10 : 2714→ LTV Amagne (8‘)
25/10 : 2752→Csq détention incendie sur 2743 (69’) + 2722→ Demande de secours à Reims (83’) + 2712V Pb disjonction à l’entrée LGV à Reims (8‘) + 2714→ LTV Amagne (15‘)
26/10 : 2738→ Pb électrique à Reims, part US au lieu UM (78’) + LTV Amagne→ 2714 (12‘), 2722 (6‘)
27/10 : 2720→TGV reçu sur voie occupée (15’) + 2784→Prise en charge KVB (10’)
28/10 : 2720→ LTV Amagne (6’)
30/10 : 2714→ Soin matériel roulant à Amagne (45‘)
31/10 : 2714→ LTV Amagne (6’)",4,6,0.04,0.54,0.17,0.15,0.05,0.05,17,6,8,5
,11,2018,TGV,REIMS,PARIS EST,46,202,200,2,,,41,,7,,,,,,19,,14,,,,,,1,2,0.06,0.41,0.18,0.29,0.06,0,6,2,3,0
,12,2018,TGV,REIMS,PARIS EST,46,207,206,1,,,35,,13,,,,,,29,,21,,,,,,2,3,0.08,0.35,0.27,0.23,0,0.07,9,3,3,2
,1,2019,TGV,REIMS,PARIS EST,47,211,211,0,,,17,,11,,,,,,43,,13,,,,,"Csq dérangement d’installation, cascade de feu à Chelles (3 TGV pour 7’, 7’ et 20’)
Attente éléments du FRET (2 TGv pour 7’ et 10’)
Obstacles sur les voies, notamment présence de gilets jaunes faisant entrave au 2720 ainsi que présence de chevaux (2 TGV impactés pour 27’ et 29’)
Pb de porte sur 2706 (52’ de retard)
Attente ADC de réserve suite supp partielle (32’)
Soin matériel roulant sur 2730 (9’) et 2784 (18’)
Malaise voyageur dans rame à Bondy (2714 impacté pour 6’)
Prise en charge KVB sur 2762 pour 7’ de retard",1,2,0.56,0.15,0.2,0.05,0,0.04,11,2,3,1
,2,2019,TGV,REIMS,PARIS EST,47,191,187,4,,,17,,18,,,,,,29,,19,,,,,,2,3,0.09,0.26,0.52,0.13,0,0,10,3,7,2
,3,2019,TGV,REIMS,PARIS EST,47,209,208,1,,,28,,9,,,,,,25,,14,,,,,,1,1,0.04,0.24,0.24,0.43,0.05,0,8,1,2,0
Est,4,2019,TGV,REIMS,PARIS EST,47,196,194,2,,,21,,8,,,,,,14,,17,,,,,,0,2,0,0.34,0.33,0.33,0,0,5,2,1,1
Est,5,2019,TGV,REIMS,PARIS EST,47,203,199,4,,,125,,1,,,,,,21,,11,,,,,,1,2,0.06,0.33,0.22,0.39,0,0,5,21,0,0
Est,6,2019,TGV,REIMS,PARIS EST,47,203,203,0,,,127,,2,,,,,,33,,15,,,,,,0,4,0.24,0.2,0.32,0.12,0.12,0,10,31,3,1
Est,7,2019,TGV,REIMS,PARIS EST,46,220,210,10,0,,145,,4,,,,,,37,,20,,,,,,2,4,0.22,0.19,0.31,0.19,0.09,0,13,41,6,3
Est,8,2019,TGV,REIMS,PARIS EST,47,198,196,2,0,,112,,2,,,,,,15,,19,,,,,,1,2,0.15,0.55,0.15,0.15,0,0,8,28,2,0
,9,2018,TGV,RENNES,LYON PART DIEU,235,82,82,0,,,32,,6,,,,,,15,,35,,,,,,2,8,0.14,0.14,0.21,0.43,0,0.08,15,8,7,2
,10,2018,TGV,RENNES,LYON PART DIEU,240,74,74,0,,,27,,4,,,,,,7,,34,,,,,,1,6,0.14,0.29,0.14,0.43,0,0,7,6,4,0
,11,2018,TGV,RENNES,LYON PART DIEU,239,90,88,2,,,27,,5,,,,,,14,,45,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 5 : un choc anormal sur la ligne à grande vitesse Atlantique (29 TGV retardés pour 746 minutes perdues),
- le 7 : le heurt d'un animal sur la ligne à grande vitesse Bretgane-Pays de la Loire (23 TGV retardés pour 713 minutes perdues), 
- le 8 : la panne d'un TGV sur la ligne à grande vitesse Sud-Est (8 TGV retardés pour 584 minutes perdues),  
- le 14 : la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV retardés pour 319 minutes perdues), 
- le 22 : un dérangement d'installation à Dollon (17 TGV retardés pour 187 minutes perdues), 
- le 24 : des dérangements d'installation et de passages à niveau dû à des actes de malveillance vers Le Mans (9 TGV retardés pour 193 minutes perdues),
- le 27 : un arrachement caténaire par un TER avant Le Mans (16 TGV retardés pour 337 minutes perdues),
- le 30 : un incident caténaire sur la ligne à grande vitesse Atlantique (40 TGV pour 1041 minutes perdues) et l'incendie d'un camion citerne avec un risque d'explosion à proximité de la ligne à grande vitesse Atlantique (25 TGV retardés pour 829 minutes perdues).",2,8,0.14,0.22,0.22,0.29,0.13,0,14,8,8,4
,12,2018,TGV,RENNES,LYON PART DIEU,236,99,99,0,,,42,,5,,,,,,13,,31,,,,,,2,6,0.46,0.08,0.31,0.15,0,0,13,6,5,1
,1,2019,TGV,RENNES,LYON PART DIEU,233,106,106,0,,,38,,4,,,,,,14,,49,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 10 : un dérangement d'installation sur la ligne à grande vitesse Sud-Est (16 TGV impactés pour 229' perdues), 
- les 22 et 23  : les épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 26 : la présence sur les voies de manifestants de gilets en gare de Rennes ( 6 TGV pour 232' perdues) et l'inondation du tunnel entre Marseille et Aix en Provence (9 TGV impactés pour 691' perdues),
- le 29 : la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues). ",2,6,0.5,0.21,0.08,0.07,0.07,0.07,14,6,9,3
,2,2019,TGV,RENNES,LYON PART DIEU,234,97,95,2,,,29,,8,,,,,,9,,88,,,,,"Ce mois-ci, cette destination a été touchée par :
 - le 12 : un dérangement d'installation sur la ligne à grande vitesse Bretagne-Pays de la Loire (15 TGV impactés pour 487 minutes perdues),
 - le 13 : un dérangement d'installation sur la ligne à grande vitesse Atlantique ( 26 TGV impactés pour 424 minutes perdues), 
- le 15 : une panne d'un TGV vers Massy TGV (20 TGV impactés pour 253 minutes perdues), 
- le 22 : une panne d'un TGV au niveau de Roissy (11 TGV impactés pour  189 minutes perdues), 
- le 23 : l'évacuation de la gare de Rennes pour une forte odeur de gaz (17 TGV impactés pour 934 minutes perdues),
- le 25 : le heurt d'un animal par un train OUIGO sur la ligne à grande vitesse Atlantique (16 TGV impactés pour 1069 minutes perdues).",3,8,0.11,0.44,0.33,0.12,0,0,9,8,6,4
,3,2019,TGV,RENNES,LYON PART DIEU,233,108,106,2,,,35,,7,,,,,,12,,57,,,,,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : la défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues),
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues) et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues) , 
- le 21 : l'envahissement des voies en gare du Mans  par des manifestants forains (11 TGV impactés pour 450 minutes perdues),
- le 22 : l'envahissement des voies en gare du Mans  par des manifestants forains (22 TGV impactés pour 534 minutes perdues),
- le 25 : l'envahissement des voies en gare du Mans  par des manifestants forains (32 TGV impactés pour 2012 minutes perdues) et la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues), 
- le 28 : le heurt d'une personne  par un TER vers Rennes (5 TGV impactés  pour 207 minutes perdues),
- le 31 : une suspicion d'alerte à la bombe sous le pont de St-Hélier près de Rennes (10 TGV impactés pour 526 minutes perdues). ",3,6,0.49,0.17,0.17,0.17,0,0,12,6,7,4
Atlantique,4,2019,TGV,RENNES,LYON PART DIEU,234,95,92,3,,,41,,59,,,,,,13,,59,,,,,"Ce mois-ci, cette destination a été touchée par : 
- le 2 : un défaut d'alimentation électrique sur la ligne à grande vitesse Atlantique (67 TGV impactés pour 3101 minutes perdues)  ,
- le 4 : la présence d'une personne aux abords des voies entre Laval et Le Mans (14 TGV impactés pour 438 minutes perdues), 
- le 20 : un dérangement de signalisation sur la ligne à grande vitesse Atlantique (11 TGV impactés pour 147 minutes perdues),
- le 23 : le heurt d'un chevreuil vers Connerré (9 TGV impactés pour 253 minutes perdues),
- le 25 : la présence d'arbres sur les voies et la caténaire vers Lyon (10 TGV impactés pour 108 minutes perdues),
- 28 : une rupture caténaire sur la ligne à grande vitesse Atlantique (58 TGV impactés pour 2210 minutes perdues). ",26,9,0.42,0.17,0.08,0.25,0,0.08,13,9,7,5
Atlantique,5,2019,TGV,RENNES,LYON PART DIEU,236,99,99,0,,,88,,51,,,,,,14,,41,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 1 : une défaillance matériel en gare de Rennes (5 TGV impactés pour 132 minutes perdues), 
- le 8 : un accident de personne vers Hennebont (4 TGV impactés pour 419 minutes perdues), 
- le 9 : un dérangement d'installation entre Massy et Valenton (16 TGV impactés pour 1041 minutes perdues),
- le 10 : un bagage abandonné à Marne La Vallée (17 TGV impactés pour 154 minutes perdues), 
- le 12 : une personne allongée le long des voies près de Lyon (5 TGV impactés pour 300 minutes perdues), 
- le 14 : une défaillance matériel d'un TGV sur la Ligne à Grande Vitesse Atlantique (14 TGV impactés pour 285 minutes perdues),
- le 17 : un accident de personne entre Sully et Vianges qui perturbe la circulation des TGV province-province (9 TGV impactés pour 1255 minutes perdues),
- le 20 : un heurt de chevreuil sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 568 minutes perdues), 
- le 23 : une défaillance d'un détecteur de chute de véhicule sur la Ligne à Grande Vitesse Sud-Est (33 TGV impactés pour 1057 minutes perdues) et une restitution tardive de travaux sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 911 minutes perdues), 
- le 29 : deux bagages abandonnés dans un TGV à Montpellier (3 TGV impactés pour 339 minutes perdues).",45,6,0.29,0.36,0.14,0.21,0,0,14,41,8,2
Atlantique,6,2019,TGV,RENNES,LYON PART DIEU,258,102,102,0,,,85,,3,,,,,,16,,45,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 4 : un dérangement d'installation sur la Ligne à Grande Vitesse Sud-Est perturbe la circulation des TGV province-province (28 TGV impactés pour 756 minutes perdues), 
- le 7 : sur l'ensemble des régions les conséquences du passage de la tempête Miguel (arbres sur les voies, limitations de vitesse...) (110 TGV impactés pour 10230 minutes perdues), 
- le 9 : un bagage oublié dans un TGV nécessite un arrêt exceptionnel à Massy TGV (11 TGV impactés pour 316 minutes perdues),
- le 10 : un accident de personne sur un Intercités vers Le Mans (18 TGV impactés pour 581 minutes perdues),
- le 11 : un incident éléctrique vers Vendôme sur la Ligne à Grande Vitesse Atlantique perturbe l'ensemble des circulations TGV (127 TGV impactés pour 11356 minutes perdues), 
- le 12 : un dérangement d'installation sur la Ligne à Grande Vitesse Atlantique (39 TGV impactés pour 1164 minutes perdues), 
- le 13 : une panne d'un OUIGO à la sortie de Paris-Montparnasse  (20 TGV impactés pour 309 minutes perdues), 
- le 14 : un heurt de cerf sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 630 minutes perdues), 
- le 16 : la présence d'une personne aux abords des voies sur la Ligne à Grande Vitesse Atlantique (34 TGV impactés pour 1337 minutes perdues),
- le 21 : une panne d'un TGV sur la Ligne à Grande Vitesse Atlantique (17 TGV impactés pour 177 minutes perdues), 
- le 28 :  le heurt d'un chevreuil sur la Ligne à Grande Vitesse Atlantique (51 TGV impactés pour  2160 minutes perdues) et  une absence d'alimentation électrique entre Rennes et La Brohinière  (9 TGV impactés pour 1166 minutes perdues).",2,8,0.38,0.25,0.25,0.06,0,0.06,16,45,10,3
Atlantique,7,2019,TGV,RENNES,LYON PART DIEU,244,124,124,0,0,,105,,28,,,,,,17,,44,,,,,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 2 : le heurt d'un animal sur la ligne à grande vitesse Bretagne Pays de la Loire (9 TGV impactés pour 170 minutes perdues),
- le 3 : un bagage abandonné dans un TGV impose un arrêt exceptionnel à Massy TGV pour l'intervention des équipes de déminage (26 TGV impactés pour 256 minutes perdues),
- le 9 : une détection de chute de pierre déclenche les systèmes de protection aux abords des voies entre Angers et Nantes (12 TGV impactés pour 886 minutes perdues),
- le 15 : un heurt de chevreuil sur la ligne à grande vitesse Atlantiqe (25 TGV impactés pour 1009 minutes perdues),
- le 25 : un incendie aux abords des voies sur la ligne à grande vitesse Bretagne Pays de la Loire (42 TGV impactés pour 1203 minutes perdues),
- le 28 : un défaut technique sur la voie sur la ligne à grande vitesse Atlantique (45 TGV impactés pour 1217 minutes perdues).",24,7,0.06,0.24,0.29,0.29,0.06,0.06,17,44,11,5
Atlantique,8,2019,TGV,RENNES,LYON PART DIEU,244,112,112,0,0,,99,,46,,,,,,13,,32,,,,,,41,5,0.08,0.39,0.31,0.08,0.07,0.07,13,32,5,1
,9,2018,TGV,RENNES,PARIS MONTPARNASSE,104,558,556,2,,,209,,6,,,,,,49,,22,,,,,,2,4,0.13,0.31,0.18,0.2,0.09,0.09,33,4,6,2
,10,2018,TGV,RENNES,PARIS MONTPARNASSE,105,572,566,6,,,254,,8,,,,,,74,,26,,,,,,4,5,0.13,0.32,0.2,0.24,0.07,0.04,58,5,21,6
,11,2018,TGV,RENNES,PARIS MONTPARNASSE,101,569,562,7,,,303,,7,,,,,,163,,18,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 5 : un choc anormal sur la ligne à grande vitesse Atlantique (29 TGV retardés pour 746 minutes perdues),
- le 7 : le heurt d'un animal sur la ligne à grande vitesse Bretgane-Pays de la Loire (23 TGV retardés pour 713 minutes perdues),  
- le 13 : des tirs de projectiles à l'entré de Paris-Montparnasse nécessitant l'interruption des circulations (13 TGV retardés pour 572 minutes perdues), 
- le 14 : la panne d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV retardés pour 319 minutes perdues), 
- le 22 : un dérangement d'installation à Dollon (17 TGV retardés pour 187 minutes perdues), 
- le 24 : des dérangements d'installation et de passages à niveau dû à des actes de malveillance vers Le Mans (9 TGV retardés pour 193 minutes perdues),
- le 27 : un arrachement caténaire par un TER avant Le Mans (16 TGV retardés pour 337 minutes perdues),
- le 30 : un incident caténaire sur la ligne à grande vitesse Atlantique (40 TGV pour 1041 minutes perdues) et l'incendie d'un camion citerne avec un risque d'explosion à proximité de la ligne à grande vitesse Atlantique (25 TGV retardés pour 829 minutes perdues).",4,7,0.30000000000000004,0.26,0.22,0.16,0.02,0.04,72,7,20,3
,12,2018,TGV,RENNES,PARIS MONTPARNASSE,100,596,592,4,,,235,,8,,,,,,156,,16,,,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
- le 2 : un dérangement sur un  passage à niveau à Bruz (4 TGV impactés pour 112 minutes perdues).
- le 4 : un dérangement d'installation sur la ligne à grande vitesse Atlantique (22 TGV impactés pour 466 minutes perdues), 
- le 6 : un dérangement d'installation vers Connerré nécessitant une limitation de vitesse (17 TGV impactés pour 193 minutes perdues), 
- le 14 : un incident caténaire à Vannes (9 TGV impactés pour 199 minutes perdues),
- le 18 : un incident caténaire à l'entrée de Paris-Montparnasse (79 TGV impactés pour 1034 minutes perdues),
- le 25 : un heurt de sanglier sur la ligne à grande vitesse Atlantique (29 TGV impactés pour 2082 minutes perdues),
- le 27 : un heurt d'animal entre Redon et Rennes (3 TGV impactés pour 230 minutes perdues).",3,6,0.16,0.36,0.2,0.2,0.02,0.06,44,6,15,4
,1,2019,TGV,RENNES,PARIS MONTPARNASSE,100,638,629,9,,,189,,11,,,,,,127,,32,,,,,,3,7,0.28,0.28,0.18,0.18,0.05,0.03,62,7,33,20
,2,2019,TGV,RENNES,PARIS MONTPARNASSE,100,572,569,3,,,138,,8,,,,,,91,,20,,,,,,2,4,0.23,0.26,0.16,0.33,0.02,0,33,4,16,6
,3,2019,TGV,RENNES,PARIS MONTPARNASSE,100,632,624,8,,,171,,11,,,,,,134,,26,,,,,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : la défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues),
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues) et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues) , 
- le 21 : l'envahissement des voies en gare du Mans  par des manifestants forains (11 TGV impactés pour 450 minutes perdues),
- le 22 : l'envahissement des voies en gare du Mans  par des manifestants forains (22 TGV impactés pour 534 minutes perdues),
- le 25 : l'envahissement des voies en gare du Mans  par des manifestants forains (32 TGV impactés pour 2012 minutes perdues) et la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues), 
- le 28 : le heurt d'une personne  par un TER vers Rennes (5 TGV impactés  pour 207 minutes perdues),
- le 31 : une suspicion d'alerte à la bombe sous le pont de St-Hélier près de Rennes (10 TGV impactés pour 526 minutes perdues). ",3,6,0.29,0.23,0.19,0.24,0.02,0.03,61,6,33,14
Atlantique,4,2019,TGV,RENNES,PARIS MONTPARNASSE,100,580,579,1,,,180,,26,,,,,,100,,21,,,,,,8,5,0.23,0.27,0.17,0.24,0.05,0.04,47,5,21,5
Atlantique,5,2019,TGV,RENNES,PARIS MONTPARNASSE,99,619,602,17,,,368,,14,,,,,,66,,18,,,,,,8,3,0.25,0.28,0.18,0.16,0.03,0.1,19,39,5,2
Atlantique,6,2019,TGV,RENNES,PARIS MONTPARNASSE,104,616,587,29,,,398,,10,,,,,,83,,37,,,,,,7,6,0.26,0.31,0.21,0.19,0,0.03,57,49,28,15
Atlantique,7,2019,TGV,RENNES,PARIS MONTPARNASSE,105,656,611,45,0,,438,,7,,,,,,66,,28,,,,,,5,4,0.21,0.22,0.22,0.26,0.04,0.05,43,40,18,3
Atlantique,8,2019,TGV,RENNES,PARIS MONTPARNASSE,104,571,562,9,0,,406,,4,,,,,,49,,25,,,,,,3,3,0.2,0.2,0.13,0.35,0.02,0.1,34,31,13,2
,9,2018,TGV,RENNES,PARIS VAUGIRARD,116,27,27,0,,,2,,2,,,,,,0,,0,,,,,,0,0,,,,,,,0,0,0,0
,10,2018,TGV,RENNES,PARIS VAUGIRARD,116,30,30,0,,,3,,9,,,,,,1,,13,,,,,,1,1,0,0,1,0,0,0,0,1,0,0
,11,2018,TGV,RENNES,PARIS VAUGIRARD,113,30,30,0,,,5,,10,,,,,,4,,29,,,,,,2,5,0.5,0.25,0.25,0,0,0,4,5,2,0
,12,2018,TGV,RENNES,PARIS VAUGIRARD,111,8,8,0,,,3,,20,,,,,,1,,65,,,,,,8,9,0,0,0,1,0,0,1,9,1,1
,9,2018,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,168,97,97,0,,,13,,5,,,,,,15,,17,,,,,,0,3,0.27,0.13,0.13,0.33,0.07,0.07,7,3,1,0
,10,2018,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,168,107,107,0,,,15,,5,,,,,,12,,19,,,,,,1,3,0.17,0.17,0.33,0.08,0.17,0.08,5,3,1,1
,11,2018,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,168,113,112,1,,,19,,6,,,,,,19,,27,,,,,,1,6,0.21,0.37,0.05,0.21,0.11,0.05,14,6,5,2
,12,2018,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,169,117,117,0,,,15,,7,,,,,,14,,20,,,,,,1,3,0.36,0,0.5700000000000001,0,0.07,0,9,3,2,0
,1,2019,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,169,110,110,0,,,6,,6,,,,,,13,,34,,,,,,0,5,0.54,0.15,0.15,0.08,0,0.08,11,5,6,1
,2,2019,TGV,SAINT ETIENNE CHATEAUCREUX,PARIS-LYON,169,103,101,2,,,14,,6,,,,,,8,,67,,,,,Accidents de personne,1,6,0,0.38,0.24,0.38,0,0,8,6,2,2
